,source_url,test_name,grade,Logical Fallacy Types,sentence,canocalized_fallacy_types,fallacy_types
38944,https://quizizz.com/admin/quiz/5f721b51788f0a001bd242c3/fallacies,Fallacies,9th - 12th grade,Ad Populum,"If you were a true Catholic, you would never eat meat on Friday even if it was the only food available.",ad populum,ad populum
39152,https://quizizz.com/admin/quiz/580a129c8116abe47fbe6964/persuasive-texts,Persuasive Texts,8th grade,Bandwagon appeal,"""The majority of people are voting for John Doe, so he must be the best candidate.""",ad populum,bandwagon
39605,https://quizizz.com/admin/quiz/601343982b55e4001d363287/eapp-logical-fallacy,EAPP Logical Fallacy,11th grade,Bandwagon,"""Jose, join us because everybody will come to the party and only you will be left behind.""",ad populum,bandwagon
39668,https://quizizz.com/admin/quiz/5a92ffd738df4e0021c00adf/persuasion-vocabulary,Persuasion Vocabulary,5th - 8th grade,Bandwagon,"This type of propaganda implies that since EVERYONE else is buying a product, so should you!",ad populum,bandwagon
39769,https://quizizz.com/admin/quiz/5a53c4c5fdbc001000361f4b/persuasive-techniques-and-rhetorical-fallacies,Persuasive Techniques and Rhetorical Fallacies,7th grade,Bandwagon,"Verizon advertising the newest Samsung Galaxy phone, claiming that everyone else who has bought it loves the new product.",ad populum,bandwagon
39770,https://quizizz.com/admin/quiz/5a53c4c5fdbc001000361f4b/persuasive-techniques-and-rhetorical-fallacies,Persuasive Techniques and Rhetorical Fallacies,7th grade,Bandwagon,This makes you think you need to believe or buy something because everyone else is. Which technique is it?,ad populum,bandwagon
39868,https://quizizz.com/admin/quiz/5ff5c1a89babe5001e44d9cb/logical-fallacy-review,Logical Fallacy Review,12th grade,bandwagon,"assumes that if many people act or believe a certain way, it must be the right way",ad populum,bandwagon
40158,https://quizizz.com/admin/quiz/5e36f5ea727956001bc54707/claim-counter-argument-logical-fallcies,"Claim, Counter argument, logical fallcies",7th - 8th grade,Bandwagon,"I guess I should buy my 12 year old daughter an iPhone. Everyone at her school has one, and I want her to fit in with the other kids.",ad populum,bandwagon
40344,https://quizizz.com/admin/quiz/5bf424d6a836e8001af7a327/fallacies,fallacies,9th grade,Bandwagon,What is the name of the fallacy in question 4 about Marcus?,ad populum,bandwagon
40564,https://quizizz.com/admin/quiz/5c414419241683001aad33d8/rhetorical-fallacies,Rhetorical fallacies,7th grade,Bandwagon,"Susie bought a flip-phone, so all of her friends bought flip-phones.",ad populum,bandwagon
40566,https://quizizz.com/admin/quiz/5c414419241683001aad33d8/rhetorical-fallacies,Rhetorical fallacies,7th grade,Bandwagon,"Last week, the Cowboys played the Texans in Houston. Mrs. Gibson was excited to go to the game because she is a huge Cowboys fan. Because everyone in Houston cheers for the Texans, Mrs. Gibson decided to cheer for the Texans too.",ad populum,bandwagon
40760,https://quizizz.com/admin/quiz/606f2b6b47ee6d001bc7e98c/logical-fallacy,logical fallacy,9th grade,Ad Populum,"""Certainly this is the case at most colleges in America nowadays""",ad populum,ad populum
40892,https://quizizz.com/admin/quiz/5a299094876fa01100a5d10b/logical-fallacy-review,Logical Fallacy Review,8th - 9th grade,ad populum,Aliens must exist because most people believe in them.,ad populum,ad populum
40894,https://quizizz.com/admin/quiz/5a299094876fa01100a5d10b/logical-fallacy-review,Logical Fallacy Review,8th - 9th grade,Ad populum,McDonald's Hamburgers: over 99 billion served.,ad populum,ad populum
41018,https://quizizz.com/admin/quiz/6075e4814937a3001e0c1514/logical-fallacy-review,Logical Fallacy Review,6th grade,Bandwagon,"I am voting for Pepitone for President because the rest of my family is voting for her, and I don't want to be the only one not doing so.",ad populum,bandwagon
40901,https://quizizz.com/admin/quiz/5a299094876fa01100a5d10b/logical-fallacy-review,Logical Fallacy Review,8th - 9th grade,ad populum,"""Chick-Fil-A is the greatest food chain in existence. Look at the crowds!""",ad populum,ad populum
40906,https://quizizz.com/admin/quiz/5a299094876fa01100a5d10b/logical-fallacy-review,Logical Fallacy Review,8th - 9th grade,Bandwagon,40 million people can't be wrong! Buy the new iPhone XIV today!,ad populum,bandwagon
41091,https://quizizz.com/admin/quiz/5c052a53f1cae6001ab2d649/easier-logical-fallacy-review,Easier Logical Fallacy Review,8th grade,Ad populum,iPhones are the best phone because everyone has them.,ad populum,ad populum
41092,https://quizizz.com/admin/quiz/5c052a53f1cae6001ab2d649/easier-logical-fallacy-review,Easier Logical Fallacy Review,8th grade,Ad populum,Best Buy is the best electronics store because people line up outside of it on Black Friday.,ad populum,ad populum
41097,https://quizizz.com/admin/quiz/5c052a53f1cae6001ab2d649/easier-logical-fallacy-review,Easier Logical Fallacy Review,8th grade,Bandwagon,Don't be the only one not wearing Nike!,ad populum,bandwagon
41098,https://quizizz.com/admin/quiz/5c052a53f1cae6001ab2d649/easier-logical-fallacy-review,Easier Logical Fallacy Review,8th grade,Ad populum,Cheesecake Factory is the best because it is always crowded,ad populum,ad populum
41099,https://quizizz.com/admin/quiz/5c052a53f1cae6001ab2d649/easier-logical-fallacy-review,Easier Logical Fallacy Review,8th grade,Ad populum,The Freehold Raceway Mall is the best mall because there are always so many cars there.,ad populum,ad populum
41100,https://quizizz.com/admin/quiz/5c052a53f1cae6001ab2d649/easier-logical-fallacy-review,Easier Logical Fallacy Review,8th grade,Bandwagon,"I didn't want to the only one not listening to music while I completed my Achieve article, so I listened to music too.",ad populum,bandwagon
41194,https://quizizz.com/admin/quiz/591cafca6f261f1700497ef1/english-final,English Final,University,Bandwagon,"Everybody know that staying out in the rain can make you sick.
Which logical fallacy is represented here?",ad populum,bandwagon
41586,https://quizizz.com/admin/quiz/5fbe9761b2ab45001ba45457/q-quiz-eapp,(2Q) QUIZ 1: EAPP,12th grade,Ad populum,"""My mom said that Colgate is the best toothpaste because almost 90% of dentists approve of this.""

What fallacy is being committed in the sentence above?",ad populum,ad populum
41684,https://quizizz.com/admin/quiz/58d961c520937d85588d7ad1/persuasive-ad-techniques,persuasive / ad techniques,5th - 8th grade,bandwagon,This type of ad taps into a person's desire to be part of a group.,ad populum,bandwagon
42324,https://quizizz.com/admin/quiz/5dcb28944bb29b001f3c5e53/logical-fallacies-false-logic,Logical Fallacies (False Logic),8th grade,bandwagon,"peer pressure, persuasion based on the the foundation that everybody’s doing it.",ad populum,bandwagon
42327,https://quizizz.com/admin/quiz/5dcb28944bb29b001f3c5e53/logical-fallacies-false-logic,Logical Fallacies (False Logic),8th grade,bandwagon,Let’s go buy the iPhone X in spite of the $999 price tag--all of our friends have one already!,ad populum,bandwagon
42687,https://quizizz.com/admin/quiz/5955a3f0181ab41000ac5a83/debate-fallacies,Debate Fallacies,9th - 12th grade,Bandwagon,"Sebastian saw that several of his friends had bought a new fidget spinner. He realized it must be a very cool gadget if they had one, and everyone else probably did, too.
What fallacy did Sebastian fall into?",ad populum,bandwagon
42732,https://quizizz.com/admin/quiz/5e66ec8210bf64001b1fa963/logical-fallacies,Logical Fallacies,8th - 10th grade,bandwagon,"All professional athletes use Apple watches to track their training, so our team needs to purchase Apple watches for everyone.",ad populum,bandwagon
42765,https://quizizz.com/admin/quiz/5dd1e2da4b69e5001bff3e97/emotional-fallacies,Emotional Fallacies,11th - 12th grade,Bandwagon,"Justin Beiber wears Ray Bans, so you should buy a pair to wear in the sun.",ad populum,bandwagon
42876,https://quizizz.com/admin/quiz/5e6b3c133d50bb001be4f453/logical-fallacies,Logical Fallacies,11th grade,Ad populum,Killing thousands of people as a result of drug war campaign is not a crime to humanity because millions of Filipino support it.,ad populum,ad populum
42915,https://quizizz.com/admin/quiz/5f5eb6911fc223001bc34b31/logical-fallacies,Logical Fallacies,12th grade,bandwagon,Lahat nakamove-on na ikaw na lang hindi pa. #MarcosIsAHero,ad populum,bandwagon
42942,https://quizizz.com/admin/quiz/5a80d327f21f740021abaa7f/logical-fallacies,Logical Fallacies,12th - University grade,Ad populum,"During class, Alex whispers to Jeff, ""More than 80% of university professors are voting against the Republicans. Clearly, it's the only intelligent vote to make.""",ad populum,ad populum
43001,https://quizizz.com/admin/quiz/5edf4d164fcd03001b2b46f0/logic,Logic,7th - 12th grade,ad populum,"""Everyone was driving over the speed limit, so I shouldn't have gotten a ticket for it!"" is an example of which logical fallacy?",ad populum,ad populum
43008,https://quizizz.com/admin/quiz/57ce081d2c713dc7aebd1484/logical-fallacies,Logical Fallacies,K - University grade,Bandwagon Fallacy,"Everyone is selfish; everyone is doing what he believes will make himself happier. The recognition of that can take most of the sting out of accusations that you're being ""selfish."" Why should you feel guilty for seeking your own happiness when that's what everyone else is doing, too?
What's the logical fallacy?",ad populum,bandwagon
43062,https://quizizz.com/admin/quiz/5f4fefa7bcecef001bc53df6/logical-fallacies,Logical Fallacies,10th grade,Ad Populum,"""Shell was charged with misleading advertising in its Platformate advertisements. A Shell spokesman said: 'The same comment could be made about most good advertising of most products.'""",ad populum,ad populum
43063,https://quizizz.com/admin/quiz/5f4fefa7bcecef001bc53df6/logical-fallacies,Logical Fallacies,10th grade,Ad Populum,"""Everyone else believes it, so it must be true.""",ad populum,ad populum
43119,https://quizizz.com/admin/quiz/5fab3cc677f31f001e81b694/appeals-and-fallacies-quiz,2.2 Appeals and Fallacies Quiz,10th grade,Bandwagon,Nobody else is wearing masks out in public. Why should you?,ad populum,bandwagon
43235,https://quizizz.com/admin/quiz/5e97bbd812a258001ba32871/fallacies,Fallacies 1,University,Ad Populum,"Not only is paying a higher income tax a patriotic duty, it is also a sacred obligation.",ad populum,ad populum
43320,https://quizizz.com/admin/quiz/601af49c678cb2001f54a78b/th-logical-fallacies,8th Logical Fallacies,8th grade,bandwagon,You should listen to Ellie Goulding because everyone is listening to her music.,ad populum,bandwagon
43326,https://quizizz.com/admin/quiz/601af49c678cb2001f54a78b/th-logical-fallacies,8th Logical Fallacies,8th grade,bandwagon,"""Officer, I was only driving as fast as everyone around me. I'm sure I wasn't speeding.""",ad populum,bandwagon
43518,https://quizizz.com/admin/quiz/5ff71d402841f5001b57bc06/logical-fallacies-practice,Logical Fallacies Practice,8th grade,Bandwagon,I guess I should buy my 14 year old a new iPhone since everyone at her school has one.,ad populum,bandwagon
43525,https://quizizz.com/admin/quiz/5ff71d402841f5001b57bc06/logical-fallacies-practice,Logical Fallacies Practice,8th grade,Bandwagon,Trying to convince others that everyone is doing it or everyone feels this way so they should too.,ad populum,bandwagon
46369,https://quizizz.com/admin/quiz/611063b0a9c0ca001ba88e7c/logic-quiz,Logic Quiz 1,12th grade,Bandwagon,Appealing to popularity or the fact that many people do something as an attempted form of validation,ad populum,bandwagon
43886,https://quizizz.com/admin/quiz/5ea610d8dfd291001e9f05b0/fallacies-attp-sm,Fallacies: AttP & SM,9th - 12th grade,Appeal to the People,AttP 1: Jenny & Bert's Economy Conversation,ad populum,appeal to the people
43887,https://quizizz.com/admin/quiz/5ea610d8dfd291001e9f05b0/fallacies-attp-sm,Fallacies: AttP & SM,9th - 12th grade,Appeal to the People,AttP 3: Shirley MacLaine selling copies to many people makes her topic of choice true.,ad populum,appeal to the people
43889,https://quizizz.com/admin/quiz/5ea610d8dfd291001e9f05b0/fallacies-attp-sm,Fallacies: AttP & SM,9th - 12th grade,Appeal to the People,AttP 8: everyone having strict controls on firearms except the U.S.,ad populum,appeal to the people
43890,https://quizizz.com/admin/quiz/5ea610d8dfd291001e9f05b0/fallacies-attp-sm,Fallacies: AttP & SM,9th - 12th grade,Appeal to the People,AttP 9: everyone wearing new llama wool coats makes them warm,ad populum,appeal to the people
43892,https://quizizz.com/admin/quiz/5ea610d8dfd291001e9f05b0/fallacies-attp-sm,Fallacies: AttP & SM,9th - 12th grade,Appeal to the People,AttP 11: It is okay to walk across Mr. Jones's property as evidenced by other people walking on his property.,ad populum,appeal to the people
43895,https://quizizz.com/admin/quiz/5ea610d8dfd291001e9f05b0/fallacies-attp-sm,Fallacies: AttP & SM,9th - 12th grade,Appeal to the People,SM 2: book being popular because it has been on the best-seller list for months,ad populum,appeal to the people
43896,https://quizizz.com/admin/quiz/5ea610d8dfd291001e9f05b0/fallacies-attp-sm,Fallacies: AttP & SM,9th - 12th grade,Appeal to the People,SM 3: Polls concerning global warming,ad populum,appeal to the people
43899,https://quizizz.com/admin/quiz/5ea610d8dfd291001e9f05b0/fallacies-attp-sm,Fallacies: AttP & SM,9th - 12th grade,Appeal to the People,SM 7: No global warming happening,ad populum,appeal to the people
44804,https://quizizz.com/admin/quiz/60c66e403fb5ff001bc8192e/logical-fallacies-part,Logical Fallacies Part 1,6th - 12th grade,Bandwagon,"Jill and Jane have some concerns that the rules their sorority has set are racist in character. Since Jill is a decent person, she brings her concerns up in the next meeting. The president of the sorority assures her that there is nothing wrong with the rules, since the majority of the sisters like them. Jane accepts this ruling but Jill decides to leave the sorority.",ad populum,bandwagon
